id,match,match_label,set,set_label,clue,solution,right,wrong,right_team,right_team_label,wrong_team,wrong_team_label,#
1,1,S01E01: Lapsed Psychologists [18 | 12] Knitters,1,Dishes made using eggs,MRN G,MERINGUE,"[4,5]",[],2,Knitters,,,1
3068,224,S12E22: Part-Time Poets [21 | 23] Surrealists,856,Things you can be between,T HS HT S,THE SHEETS,[548],[],197,Surrealists,,,4
3069,224,S12E22: Part-Time Poets [21 | 23] Surrealists,857,A Tom Hanks co-star and the film they co-starred in,MGR YNNDS LPL SSNS TTL,MEG RYAN AND SLEEPLESS IN SEATTLE,[548],[],197,Surrealists,,,1
3070,224,S12E22: Part-Time Poets [21 | 23] Surrealists,857,A Tom Hanks co-star and the film they co-starred in,M GRYNN DYVG TML,MEG RYAN AND YOU'VE GOT MAIL,[548],[],197,Surrealists,,,2
3071,224,S12E22: Part-Time Poets [21 | 23] Surrealists,857,A Tom Hanks co-star and the film they co-starred in,M CHLC LR KDN CNN DT HGR NML,MICHAEL CLARKE DUNCAN AND THE GREEN MILE,[],[],,,,,3
3072,224,S12E22: Part-Time Poets [21 | 23] Surrealists,857,A Tom Hanks co-star and the film they co-starred in,BSL YN DTR NRN DHCH,BEASLEY AND TURNER AND HOOCH,[548],[],197,Surrealists,,,4
3073,224,S12E22: Part-Time Poets [21 | 23] Surrealists,858,Things involving 13,RG BY LGSD,(A) RUGBY LEAGUE SIDE,[175],[],194,Part-Time Poets,,,1
3074,224,S12E22: Part-Time Poets [21 | 23] Surrealists,858,Things involving 13,BK RSD ZN,(A) BAKER'S DOZEN,[540],[],194,Part-Time Poets,,,2
3075,224,S12E22: Part-Time Poets [21 | 23] Surrealists,858,Things involving 13,TM CN MBRF LMNM,ATOMIC NUMBER OF ALUMINIUM,[],[],,,,,3
3076,224,S12E22: Part-Time Poets [21 | 23] Surrealists,858,Things involving 13,PP LTT HL STS PPR,PEOPLE AT THE LAST SUPPER,[],[],,,,,4
3077,225,S12E23: Beekeepers [24 | 17] Policy Wonks,859,Words derived from Swedish,SM RG SBR D,SMORGASBORD,[561],[],201,Beekeepers,,,1
3078,225,S12E23: Beekeepers [24 | 17] Policy Wonks,859,Words derived from Swedish,MBD SMN,OMBUDSMAN,[554],[],199,Policy Wonks,,,2
3079,225,S12E23: Beekeepers [24 | 17] Policy Wonks,859,Words derived from Swedish,RNT RNG,ORIENTEERING,[555],[],199,Policy Wonks,,,3
3080,225,S12E23: Beekeepers [24 | 17] Policy Wonks,859,Words derived from Swedish,TN GS TN,TUNGSTEN,[560],[],201,Beekeepers,,,4
3081,225,S12E23: Beekeepers [24 | 17] Policy Wonks,860,Referees and umpires,PR LGC LLN,PIERLUIGI COLLINA,[555],[],199,Policy Wonks,,,1
3082,225,S12E23: Beekeepers [24 | 17] Policy Wonks,860,Referees and umpires,DC KBR D,DICKIE BIRD,[560],[],201,Beekeepers,,,2
3083,225,S12E23: Beekeepers [24 | 17] Policy Wonks,860,Referees and umpires,JHNN DR SN,JOHN ANDERSON,[560],[],201,Beekeepers,,,3
3084,225,S12E23: Beekeepers [24 | 17] Policy Wonks,860,Referees and umpires,CR GJB RT,CRAIG JOUBERT,[560],[],201,Beekeepers,,,4
3085,225,S12E23: Beekeepers [24 | 17] Policy Wonks,861,An advertising slogan and its company,VRY LT TLH LPSN DTSC,EVERY LITTLE HELPS AND TESCO,[553],[],199,Policy Wonks,,,1
3086,225,S12E23: Beekeepers [24 | 17] Policy Wonks,861,An advertising slogan and its company,TH NKD F FRNT N DPPL,THINK DIFFERENT AND APPLE,[555],[],199,Policy Wonks,,,2
3087,225,S12E23: Beekeepers [24 | 17] Policy Wonks,861,An advertising slogan and its company,NVRK NW NGL Y ND RSL DN DJH NLWS,NEVER KNOWINGLY UNDERSOLD AND JOHN LEWIS,[561],[],201,Beekeepers,,,3
3088,225,S12E23: Beekeepers [24 | 17] Policy Wonks,861,An advertising slogan and its company,J STD TN DNK,JUST DO IT AND NIKE,[561],[],201,Beekeepers,,,4
3089,225,S12E23: Beekeepers [24 | 17] Policy Wonks,862,Fred Astaire films,T PHT,TOP HAT,"[560,561]",[],201,Beekeepers,,,1
3090,226,S12E24: Genealogists [11 | 17] Oscar Men,863,A wealthy individual,T YC N,(A) TYCOON,[544],[],196,Genealogists,,,1
3091,226,S12E24: Genealogists [11 | 17] Oscar Men,863,A wealthy individual,J YG TSB Y,JAY GATSBY,[542],[],195,Oscar Men,,,2
3092,226,S12E24: Genealogists [11 | 17] Oscar Men,863,A wealthy individual,C RSS,CROESUS,[542],[],195,Oscar Men,,,3
3093,226,S12E24: Genealogists [11 | 17] Oscar Men,863,A wealthy individual,M L TML LNR,(A) MULTIMILLIONAIRE,[545],[],196,Genealogists,,,4
3094,226,S12E24: Genealogists [11 | 17] Oscar Men,864,From Newcastle-upon-Tyne,LNS HRR,ALAN SHEARER,[541],[],195,Oscar Men,,,1
3095,226,S12E24: Genealogists [11 | 17] Oscar Men,864,From Newcastle-upon-Tyne,ST PHN SNSR CKT,STEPHENSON'S ROCKET,[542],[],195,Oscar Men,,,2
3096,226,S12E24: Genealogists [11 | 17] Oscar Men,864,From Newcastle-upon-Tyne,NTN DDC,ANT AND DEC,[546],[],196,Genealogists,,,3
3097,226,S12E24: Genealogists [11 | 17] Oscar Men,864,From Newcastle-upon-Tyne,V Z,VIZ,[541],[],195,Oscar Men,,,4
3098,226,S12E24: Genealogists [11 | 17] Oscar Men,865,UNESCO World Heritage Sites,YLL WST NNT NL PRK,YELLOWSTONE NATIONAL PARK,[542],[],195,Oscar Men,,,1
3099,226,S12E24: Genealogists [11 | 17] Oscar Men,865,UNESCO World Heritage Sites,RN BRD GGRG,IRONBRIDGE GORGE,[542],[546],195,Oscar Men,196,Genealogists,2
3100,226,S12E24: Genealogists [11 | 17] Oscar Men,865,UNESCO World Heritage Sites,PR SP LS,PERSEPOLIS,[545],[],196,Genealogists,,,3
3101,226,S12E24: Genealogists [11 | 17] Oscar Men,865,UNESCO World Heritage Sites,KT HMND VL LY,KATHMANDU VALLEY,[542],[],195,Oscar Men,,,4
3102,226,S12E24: Genealogists [11 | 17] Oscar Men,866,Assistants,TC HN GS SST NT,TEACHING ASSISTANT,[544],[],196,Genealogists,,,1
3103,227,S12E25: Fire-Eaters [15 | 27] Korfballers,867,Jamaica,BLM NT NS,BLUE MOUNTAINS,[522],[528],188,Korfballers,190,Fire-Eaters,1
3104,227,S12E25: Fire-Eaters [15 | 27] Korfballers,867,Jamaica,RDS TRP,RED STRIPE,[522],[],188,Korfballers,,,2
3105,227,S12E25: Fire-Eaters [15 | 27] Korfballers,867,Jamaica,SHW NTFH RW NCC RD,SHE WENT OF HER OWN ACCORD,[],[],,,,,3
3106,227,S12E25: Fire-Eaters [15 | 27] Korfballers,867,Jamaica,ND RWHL NSS,ANDREW HOLNESS,[522],[528],188,Korfballers,190,Fire-Eaters,4
3107,227,S12E25: Fire-Eaters [15 | 27] Korfballers,868,Musicals merged with sci-fi films,JS SCH RSTS PRS TRW RS,JESUS CHRIST SUPERSTAR WARS,[522],[],188,Korfballers,,,1
3108,227,S12E25: Fire-Eaters [15 | 27] Korfballers,868,Musicals merged with sci-fi films,ST HPC FCRM,SOUTH PACIFIC RIM,[528],[],190,Fire-Eaters,,,2
3109,227,S12E25: Fire-Eaters [15 | 27] Korfballers,868,Musicals merged with sci-fi films,HWH TLVLYW RFT HWR LDS,"OH, WHAT A LOVELY WAR OF THE WORLDS",[528],[],190,Fire-Eaters,,,3
3110,227,S12E25: Fire-Eaters [15 | 27] Korfballers,868,Musicals merged with sci-fi films,THKN GNDR BT,"THE KING AND I, ROBOT",[523],[],188,Korfballers,,,4
3111,227,S12E25: Fire-Eaters [15 | 27] Korfballers,869,Moveable feasts,ST RSN DY,EASTER SUNDAY,[528],[],190,Fire-Eaters,,,1
3112,227,S12E25: Fire-Eaters [15 | 27] Korfballers,869,Moveable feasts,PS CH,PESACH,[528],[],190,Fire-Eaters,,,2
3113,227,S12E25: Fire-Eaters [15 | 27] Korfballers,869,Moveable feasts,CH NSN WYR,CHINESE NEW YEAR,[],[],,,,,3
3114,228,S12E26: Surrealists [20 | 16] Verbivores,870,Books about books,SVNTY PSF MB GTY,SEVEN TYPES OF AMBIGUITY,[],[],,,,,1
3115,228,S12E26: Surrealists [20 | 16] Verbivores,870,Books about books,GNS TNT RPR TTN,AGAINST INTERPRETATION,[508],[],183,Verbivores,,,2
3116,228,S12E26: Surrealists [20 | 16] Verbivores,870,Books about books,THS GN FYN GMN KY,THE SIGNIFYING MONKEY,[508],[],183,Verbivores,,,3
3117,228,S12E26: Surrealists [20 | 16] Verbivores,870,Books about books,STH RTX TNT HSC LSS,IS THERE A TEXT IN THIS CLASS?,[],[],,,,,4
3118,228,S12E26: Surrealists [20 | 16] Verbivores,871,A TV sports theme tune and its sport,SLLM BN DC RCKT,SOUL LIMBO AND CRICKET,[549],[],197,Surrealists,,,1
3119,228,S12E26: Surrealists [20 | 16] Verbivores,871,A TV sports theme tune and its sport,THC HNN DFR MLN,THE CHAIN AND FORMULA ONE,[507],[],183,Verbivores,,,2
3120,228,S12E26: Surrealists [20 | 16] Verbivores,871,A TV sports theme tune and its sport,PPL KSB CHN DS KNG,POP LOOKS BACH AND SKIING,[549],[],197,Surrealists,,,3
3121,228,S12E26: Surrealists [20 | 16] Verbivores,871,A TV sports theme tune and its sport,CHS SDS HTPN DGLF,CHASESIDE SHOOT-UP AND GOLF,[],[],,,,,4
3122,229,S12E27: Beekeepers [19 | 26] Cosmopolitans,872,Road signs,KPL FT,KEEP LEFT,[560],[],201,Beekeepers,,,1
3123,229,S12E27: Beekeepers [19 | 26] Cosmopolitans,872,Road signs,RD CSP DN W,REDUCE SPEED NOW,[],[],,,,,2
3124,229,S12E27: Beekeepers [19 | 26] Cosmopolitans,872,Road signs,PL SD RVC RF LLY TH RGH R VL LG,PLEASE DRIVE CAREFULLY THROUGH OUR VILLAGE,[560],[],201,Beekeepers,,,3
3125,229,S12E27: Beekeepers [19 | 26] Cosmopolitans,872,Road signs,NW Y,ONE WAY,[498],[561],180,Cosmopolitans,201,Beekeepers,4
3126,229,S12E27: Beekeepers [19 | 26] Cosmopolitans,873,'A few X short of a Y',C R DSSH RT FDCK,CARDS SHORT OF A DECK,[561],[],201,Beekeepers,,,1
3127,229,S12E27: Beekeepers [19 | 26] Cosmopolitans,873,'A few X short of a Y',CLW NS S HRT FCR CS,CLOWNS SHORT OF A CIRCUS,[560],[],201,Beekeepers,,,2
3128,229,S12E27: Beekeepers [19 | 26] Cosmopolitans,873,'A few X short of a Y',B RCK SSH RT FLD,BRICKS SHORT OF A LOAD,[561],"[497,498]",201,Beekeepers,180,Cosmopolitans,3
3129,229,S12E27: Beekeepers [19 | 26] Cosmopolitans,873,'A few X short of a Y',SN DW CH SS HR TFP CNC,SANDWICHES SHORT OF A PICNIC,"[497,498]",[],180,Cosmopolitans,,,4
3130,229,S12E27: Beekeepers [19 | 26] Cosmopolitans,874,Overlapping countries,JP NM,JAPANAMA,"[497,498]",[561],180,Cosmopolitans,201,Beekeepers,1
3131,229,S12E27: Beekeepers [19 | 26] Cosmopolitans,874,Overlapping countries,VTN MB,VIETNAMIBIA,"[497,498]",[],180,Cosmopolitans,,,2
3132,229,S12E27: Beekeepers [19 | 26] Cosmopolitans,874,Overlapping countries,ZBK ST NZN,UZBEKISTANZANIA,[560],[],201,Beekeepers,,,3
3133,229,S12E27: Beekeepers [19 | 26] Cosmopolitans,874,Overlapping countries,CYPR SS,CYPRUSSIA,[560],[],201,Beekeepers,,,4
3134,229,S12E27: Beekeepers [19 | 26] Cosmopolitans,875,Things often said in unison,HLLL JH,HALLELUJAH,[],[],,,,,1
3135,230,S12E28: Psmiths [14 | 12] Oscar Men,876,Phrases expressing happiness,TC KL DP NK,TICKLED PINK,[542],[],195,Oscar Men,,,1
3136,230,S12E28: Psmiths [14 | 12] Oscar Men,876,Phrases expressing happiness,NC LDN N,ON CLOUD NINE,[],[],,,,,2
3137,230,S12E28: Psmiths [14 | 12] Oscar Men,876,Phrases expressing happiness,VRT HM N,OVER THE MOON,[543],[],195,Oscar Men,,,3
3138,230,S12E28: Psmiths [14 | 12] Oscar Men,876,Phrases expressing happiness,PLSD SPNCH,PLEASED AS PUNCH,[504],[],182,Psmiths,,,4
3139,230,S12E28: Psmiths [14 | 12] Oscar Men,877,A woman and her father,NRHJ NSN DRVS HNKR,NORAH JONES AND RAVI SHANKAR,[503],[],182,Psmiths,,,1
3140,230,S12E28: Psmiths [14 | 12] Oscar Men,877,A woman and her father,NGL NJLN DJ NVGHT,ANGELINA JOLIE AND JON VOIGHT,[],"[504,542]",,,182,Psmiths,2
3141,230,S12E28: Psmiths [14 | 12] Oscar Men,877,A woman and her father,ND RGND HNDP ND TNHR,INDIRA GANDHI AND PANDIT NEHRU,[],[],,,,,3
3142,230,S12E28: Psmiths [14 | 12] Oscar Men,877,A woman and her father,HL NFTR YN DZS,HELEN OF TROY AND ZEUS,[541],[],195,Oscar Men,,,4
3143,230,S12E28: Psmiths [14 | 12] Oscar Men,878,Scout activity badges,MR TLRTS,MARTIAL ARTS,[504],[],182,Psmiths,,,1
3144,230,S12E28: Psmiths [14 | 12] Oscar Men,878,Scout activity badges,NTR TNR,ENTERTAINER,[],[542],,,195,Oscar Men,2
3145,231,S12E29: Fire-Eaters [22 | 26] Verbivores,879,Battles of the English Civil War,MR STNMR,MARSTON MOOR,[527],[],190,Fire-Eaters,,,1
3146,231,S12E29: Fire-Eaters [22 | 26] Verbivores,879,Battles of the English Civil War,NS BY,NASEBY,"[507,508]",[],183,Verbivores,,,2
3147,231,S12E29: Fire-Eaters [22 | 26] Verbivores,879,Battles of the English Civil War,C HLG RVF LD,CHALGROVE FIELD,[529],[],190,Fire-Eaters,,,3
3148,231,S12E29: Fire-Eaters [22 | 26] Verbivores,879,Battles of the English Civil War,D GHL L,EDGEHILL,[529],[],190,Fire-Eaters,,,4
3149,231,S12E29: Fire-Eaters [22 | 26] Verbivores,880,Plays by Eugene O'Neill,T HCM NCM TH,THE ICEMAN COMETH,[528],[],190,Fire-Eaters,,,1
3150,231,S12E29: Fire-Eaters [22 | 26] Verbivores,880,Plays by Eugene O'Neill,THMP RRJ NS,THE EMPEROR JONES,[528],[],190,Fire-Eaters,,,2
3151,231,S12E29: Fire-Eaters [22 | 26] Verbivores,880,Plays by Eugene O'Neill,NNC HR ST,ANNA CHRISTIE,[],"[528,507]",,,190,Fire-Eaters,3
3152,231,S12E29: Fire-Eaters [22 | 26] Verbivores,880,Plays by Eugene O'Neill,MR NN GBC MSL C TR,MOURNING BECOMES ELECTRA,[506],[],183,Verbivores,,,4
3153,231,S12E29: Fire-Eaters [22 | 26] Verbivores,881,They were appointed as life peers,RBB T LR,RAB BUTLER,[507],[],183,Verbivores,,,1
3154,231,S12E29: Fire-Eaters [22 | 26] Verbivores,881,They were appointed as life peers,CPS NW,CP SNOW,[528],[],190,Fire-Eaters,,,2
3155,231,S12E29: Fire-Eaters [22 | 26] Verbivores,881,They were appointed as life peers,NK NG,OONA KING,[529],[],190,Fire-Eaters,,,3
3156,232,S12E30: Beekeepers [29 | 19] Oscar Men,882,They avoid the Sun,V M PRS,VAMPIRES,[561],[],201,Beekeepers,,,1
3157,232,S12E30: Beekeepers [29 | 19] Oscar Men,882,They avoid the Sun,G RM LNS,GREMLINS,"[560,561]",[],201,Beekeepers,,,2
3158,232,S12E30: Beekeepers [29 | 19] Oscar Men,882,They avoid the Sun,THN ZGL,THE NAZGÛL,[],[559],,,201,Beekeepers,3
3159,232,S12E30: Beekeepers [29 | 19] Oscar Men,882,They avoid the Sun,LV RP DL NS,LIVERPUDLIANS,[560],[],201,Beekeepers,,,4
3160,232,S12E30: Beekeepers [29 | 19] Oscar Men,883,Shakespeare plays with a word changed to its opposite,MC HDBT VRYT HNG,MUCH ADO ABOUT EVERYTHING,[542],[],195,Oscar Men,,,1
3161,232,S12E30: Beekeepers [29 | 19] Oscar Men,883,Shakespeare plays with a word changed to its opposite,TWL FT HDY,TWELFTH DAY,"[541,543]",[],195,Oscar Men,,,2
3162,232,S12E30: Beekeepers [29 | 19] Oscar Men,883,Shakespeare plays with a word changed to its opposite,THSM MR STL,THE SUMMER'S TALE,[561],[],201,Beekeepers,,,3
3163,232,S12E30: Beekeepers [29 | 19] Oscar Men,883,Shakespeare plays with a word changed to its opposite,THM RR YHS BND SFW NDSR,THE MERRY HUSBANDS OF WINDSOR,[560],[],201,Beekeepers,,,4
3164,232,S12E30: Beekeepers [29 | 19] Oscar Men,884,Can be abbreviated to two letters,H DQR TRS,HEADQUARTERS,[542],[],195,Oscar Men,,,1
3165,232,S12E30: Beekeepers [29 | 19] Oscar Men,884,Can be abbreviated to two letters,P RVN CFQ BC,PROVINCE OF QUEBEC,[560],[],201,Beekeepers,,,2
3166,232,S12E30: Beekeepers [29 | 19] Oscar Men,884,Can be abbreviated to two letters,NTL LGN CQT NT,INTELLIGENCE QUOTIENT,[542],[],195,Oscar Men,,,3
3167,232,S12E30: Beekeepers [29 | 19] Oscar Men,884,Can be abbreviated to two letters,QL ZTN,EQUALIZATION,[],[],,,,,4
3168,233,S12E31: Surrealists [26 | 17] Korfballers,885,Varieties of sunflower,MNG LNG NT,MONGOLIAN GIANT,[548],[],197,Surrealists,,,1
3169,233,S12E31: Surrealists [26 | 17] Korfballers,885,Varieties of sunflower,SM MR BRZ,SUMMER BREEZE,[522],[],188,Korfballers,,,2
3170,233,S12E31: Surrealists [26 | 17] Korfballers,885,Varieties of sunflower,TL NW HT,ITALIAN WHITE,[522],[],188,Korfballers,,,3
3171,233,S12E31: Surrealists [26 | 17] Korfballers,885,Varieties of sunflower,TD DY BR,TEDDY BEAR,[548],[],197,Surrealists,,,4
3172,233,S12E31: Surrealists [26 | 17] Korfballers,886,Film opposites,MJ RT YR PRT,MAJORITY REPORT,[522],[],188,Korfballers,,,1
3173,233,S12E31: Surrealists [26 | 17] Korfballers,886,Film opposites,ST HBY STH ST,SOUTH BY SOUTHEAST,"[522,523]",[],188,Korfballers,,,2
3174,233,S12E31: Surrealists [26 | 17] Korfballers,886,Film opposites,MRY PPP TS,MARY POPPOUTS,[],[522],,,188,Korfballers,3
3175,233,S12E31: Surrealists [26 | 17] Korfballers,886,Film opposites,LSN GNM,LOSING NEMO,[549],[],197,Surrealists,,,4
3176,233,S12E31: Surrealists [26 | 17] Korfballers,887,A jukebox musical and its artist,WW LLR CKYN DQN,'WE WILL ROCK YOU' AND QUEEN,[548],[],197,Surrealists,,,1
3177,233,S12E31: Surrealists [26 | 17] Korfballers,887,A jukebox musical and its artist,SNSH NNL THN DTHP RCLMRS,'SUNSHINE ON LEITH' AND THE PROCLAIMERS,[523],[],188,Korfballers,,,2
3178,233,S12E31: Surrealists [26 | 17] Korfballers,887,A jukebox musical and its artist,RHSN DMD NSS,'OUR HOUSE' AND MADNESS,[549],[],197,Surrealists,,,3
3179,233,S12E31: Surrealists [26 | 17] Korfballers,887,A jukebox musical and its artist,MMMM NDBB,'MAMMA MIA!' AND ABBA,[522],[],188,Korfballers,,,4
3180,234,S12E32: Psmiths [14 | 25] Cosmopolitans,888,Sections of the Daily Mail website,TVNDS HWB Z,TV AND SHOWBIZ,[504],[],182,Psmiths,,,1
3181,234,S12E32: Psmiths [14 | 25] Cosmopolitans,888,Sections of the Daily Mail website,F ML,FEMAIL,"[497,499]",[],180,Cosmopolitans,,,2
3182,234,S12E32: Psmiths [14 | 25] Cosmopolitans,888,Sections of the Daily Mail website,YMG ZN,YOU MAGAZINE,[503],[],182,Psmiths,,,3
3183,234,S12E32: Psmiths [14 | 25] Cosmopolitans,888,Sections of the Daily Mail website,D NTM SS,DON'T MISS,[497],[],180,Cosmopolitans,,,4
3184,234,S12E32: Psmiths [14 | 25] Cosmopolitans,889,Their names begin with a continent,FR CNV LT,AFRICAN VIOLET,[498],[],180,Cosmopolitans,,,1
3185,234,S12E32: Psmiths [14 | 25] Cosmopolitans,889,Their names begin with a continent,RP NCN MCC MM NTY,EUROPEAN ECONOMIC COMMUNITY,[498],[],180,Cosmopolitans,,,2
3186,234,S12E32: Psmiths [14 | 25] Cosmopolitans,889,Their names begin with a continent,S NPR,ASIAN PEAR,[504],[],182,Psmiths,,,3
3187,234,S12E32: Psmiths [14 | 25] Cosmopolitans,889,Their names begin with a continent,STR LNR LSF TBLL,AUSTRALIAN RULES FOOTBALL,[497],[],180,Cosmopolitans,,,4
3188,234,S12E32: Psmiths [14 | 25] Cosmopolitans,890,Board games which do not require dice,DP LMC Y,DIPLOMACY,[504],[],182,Psmiths,,,1
3189,234,S12E32: Psmiths [14 | 25] Cosmopolitans,890,Board games which do not require dice,PR TR C,PUERTO RICO,[],[497],,,180,Cosmopolitans,2
3190,234,S12E32: Psmiths [14 | 25] Cosmopolitans,890,Board games which do not require dice,CH NSCH Q RS,CHINESE CHEQUERS,[497],[],180,Cosmopolitans,,,3
3191,234,S12E32: Psmiths [14 | 25] Cosmopolitans,890,Board games which do not require dice,TC KTT RD,TICKET TO RIDE,[505],[],182,Psmiths,,,4
3192,234,S12E32: Psmiths [14 | 25] Cosmopolitans,891,You might buy something from a...,RT LR,RETAILER,"[497,498]",[],180,Cosmopolitans,,,1
3193,234,S12E32: Psmiths [14 | 25] Cosmopolitans,891,You might buy something from a...,SL SSSS TNT,SALES ASSISTANT,[],[],,,,,2
3194,235,S12E33: Beekeepers [19 | 23] Korfballers,892,One of the Seven Dwarfs and one of the Seven Deadly Sins,SN ZYN DGLT TNY,SNEEZY AND GLUTTONY,[523],[],188,Korfballers,,,1
3195,235,S12E33: Beekeepers [19 | 23] Korfballers,892,One of the Seven Dwarfs and one of the Seven Deadly Sins,BS HFL NDN GR,BASHFUL AND ANGER,[560],[],201,Beekeepers,,,2
3196,235,S12E33: Beekeepers [19 | 23] Korfballers,892,One of the Seven Dwarfs and one of the Seven Deadly Sins,D CNDC VTSN SS,DOC AND COVETOUSNESS,[561],[522],201,Beekeepers,188,Korfballers,3
3197,235,S12E33: Beekeepers [19 | 23] Korfballers,892,One of the Seven Dwarfs and one of the Seven Deadly Sins,SL PYNDS LTH,SLEEPY AND SLOTH,[560],[],201,Beekeepers,,,4
3198,235,S12E33: Beekeepers [19 | 23] Korfballers,893,Hot...,ND RT HCL LR,UNDER THE COLLAR,[560],[],201,Beekeepers,,,1
3199,235,S12E33: Beekeepers [19 | 23] Korfballers,893,Hot...,TT RT,TO TROT,"[522,523]",[],188,Korfballers,,,2
3200,235,S12E33: Beekeepers [19 | 23] Korfballers,893,Hot...,NT HH LSF,ON THE HEELS OF,[560],[],201,Beekeepers,,,3
3201,235,S12E33: Beekeepers [19 | 23] Korfballers,893,Hot...,C RS SBN,CROSS BUN,[521],[],188,Korfballers,,,4
3202,235,S12E33: Beekeepers [19 | 23] Korfballers,894,A social-media abbreviation and its meaning,MGN DHM YGD,'OMG' AND OH MY GOD,[561],[],201,Beekeepers,,,1
3203,235,S12E33: Beekeepers [19 | 23] Korfballers,894,A social-media abbreviation and its meaning,TMN DTM CHNF RMTN,'TMI' AND TOO MUCH INFORMATION,[561],[],201,Beekeepers,,,2
3204,235,S12E33: Beekeepers [19 | 23] Korfballers,894,A social-media abbreviation and its meaning,TLDRN DTLNGD DNTRD,'TL;DR' AND TOO LONG; DIDN'T READ,[522],[],188,Korfballers,,,3
3205,236,S12E34: Psmiths [15 | 25] Verbivores,895,A Shakespearean character and their killer,MR CT NDT YBLT,MERCUTIO AND TYBALT,[507],[],183,Verbivores,,,1
3206,236,S12E34: Psmiths [15 | 25] Verbivores,895,A Shakespearean character and their killer,RGNN DG NRL,REGAN AND GONERIL,[508],[],183,Verbivores,,,2
3207,236,S12E34: Psmiths [15 | 25] Verbivores,895,A Shakespearean character and their killer,HML TNDL RTS,HAMLET AND LAERTES,[508],[],183,Verbivores,,,3
3208,236,S12E34: Psmiths [15 | 25] Verbivores,895,A Shakespearean character and their killer,DSD MNN DTHLL,DESDEMONA AND OTHELLO,[504],[],182,Psmiths,,,4
3209,236,S12E34: Psmiths [15 | 25] Verbivores,896,Geographic features of Australia,LR,ULURU,[504],[],182,Psmiths,,,1
3210,236,S12E34: Psmiths [15 | 25] Verbivores,896,Geographic features of Australia,CPY RK PNN SL,CAPE YORK PENINSULA,[503],[],182,Psmiths,,,2
3211,236,S12E34: Psmiths [15 | 25] Verbivores,896,Geographic features of Australia,STR L NLP S,AUSTRALIAN ALPS,[507],[503],183,Verbivores,182,Psmiths,3
3212,236,S12E34: Psmiths [15 | 25] Verbivores,896,Geographic features of Australia,GR TST RL NB G HT,GREAT AUSTRALIAN BIGHT,[504],[],182,Psmiths,,,4
3213,236,S12E34: Psmiths [15 | 25] Verbivores,897,Sources we tend to trust on 'Only Connect',DB RT TS,DEBRETT'S,[504],[],182,Psmiths,,,1
3214,236,S12E34: Psmiths [15 | 25] Verbivores,897,Sources we tend to trust on 'Only Connect',XF RDNG LS HDC TNRY,OXFORD ENGLISH DICTIONARY,[507],[],183,Verbivores,,,2
3215,236,S12E34: Psmiths [15 | 25] Verbivores,897,Sources we tend to trust on 'Only Connect',NWG RVD CTNR YFM SCN DMS CNS,NEW GROVE DICTIONARY OF MUSIC AND MUSCIANS,[],[],,,,,3
3216,237,S12E35: Surrealists [15 | 17] Verbivores,898,Cookery books,MS TRN GTHRTFF RNC HCKNG,MASTERING THE ART OF FRENCH COOKING,[508],[],183,Verbivores,,,1
3217,237,S12E35: Surrealists [15 | 17] Verbivores,898,Cookery books,THN KDC HF,THE NAKED CHEF,[548],[],197,Surrealists,,,2
3218,237,S12E35: Surrealists [15 | 17] Verbivores,898,Cookery books,NS FN,ONE IS FUN!,[],[],,,,,3
3219,237,S12E35: Surrealists [15 | 17] Verbivores,898,Cookery books,HWT BDM ST CGD DSS,HOW TO BE A DOMESTIC GODDESS,[548],[],197,Surrealists,,,4
3220,237,S12E35: Surrealists [15 | 17] Verbivores,899,Films merged with US states,H GHS CH LMS CL F RN,HIGH SCHOOL MUSICALIFORNIA,[507],[],183,Verbivores,,,1
3221,237,S12E35: Surrealists [15 | 17] Verbivores,899,Films merged with US states,TH RSS MTH NG BTMR Y LN D,THERE'S SOMETHING ABOUT MARYLAND,[548],[],197,Surrealists,,,2
3222,237,S12E35: Surrealists [15 | 17] Verbivores,899,Films merged with US states,THNG HT MRB FRC HRS TM SSC HS TTS,THE NIGHTMARE BEFORE CHRISTMASSACHUSETTS,[],"[548,507]",,,197,Surrealists,3
3223,237,S12E35: Surrealists [15 | 17] Verbivores,899,Films merged with US states,GNW TH TH W NDN,GONE WITH THE WINDIANA,[508],[548],183,Verbivores,197,Surrealists,4
3224,237,S12E35: Surrealists [15 | 17] Verbivores,900,Types of rock,S DM NTR Y,SEDIMENTARY,[508],[],183,Verbivores,,,1
3225,238,S12E36: Korfballers [14 | 15] Cosmopolitans,901,Four-syllable phrases,HC SPCS,HOCUS-POCUS,[522],[],188,Korfballers,,,1
3226,238,S12E36: Korfballers [14 | 15] Cosmopolitans,901,Four-syllable phrases,HT YTT Y,HOITY-TOITY,[497],[],180,Cosmopolitans,,,2
3227,238,S12E36: Korfballers [14 | 15] Cosmopolitans,901,Four-syllable phrases,H BJ BS,HEEBIE-JEEBIES,[522],[],188,Korfballers,,,3
3228,238,S12E36: Korfballers [14 | 15] Cosmopolitans,901,Four-syllable phrases,B GW G,BOOGIE-WOOGIE,"[498,499]",[522],180,Cosmopolitans,188,Korfballers,4
3229,238,S12E36: Korfballers [14 | 15] Cosmopolitans,902,Exodus chapter 20 in the King James Bible,THS HL TNTK LL,THOU SHALT NOT KILL,[497],[],180,Cosmopolitans,,,1
